Cod,cep,municipio,nivel,sigla,total,em_territorio_quilombola,fora_territorio_quilombola
1718899,Santa Rita do Tocantins,Santa Rita do Tocantins,MU,TO,0,0,0
1718907,Santa Rosa do Tocantins,Santa Rosa do Tocantins,MU,TO,364,0,364
1719004,Santa Tereza do Tocantins,Santa Tereza do Tocantins,MU,TO,569,381,188
1720002,Santa Terezinha do Tocantins,Santa Terezinha do Tocantins,MU,TO,0,0,0
1720101,São Bento do Tocantins,São Bento do Tocantins,MU,TO,0,0,0
1720150,São Félix do Tocantins,São Félix do Tocantins,MU,TO,682,0,682
1720200,São Miguel do Tocantins,São Miguel do Tocantins,MU,TO,0,0,0
1720259,São Salvador do Tocantins,São Salvador do Tocantins,MU,TO,14,0,14
1720309,São Sebastião do Tocantins,São Sebastião do Tocantins,MU,TO,0,0,0
1720499,São Valério,São Valério,MU,TO,0,0,0
1720655,Silvanópolis,Silvanópolis,MU,TO,0,0,0
1720804,Sítio Novo do Tocantins,Sítio Novo do Tocantins,MU,TO,0,0,0
1720853,Sucupira,Sucupira,MU,TO,0,0,0
1720903,Taguatinga,Taguatinga,MU,TO,4,0,4
1720937,Taipas do Tocantins,Taipas do Tocantins,MU,TO,0,0,0
1720978,Talismã,Talismã,MU,TO,0,0,0
1721000,Palmas,Palmas,MU,TO,6,0,6
1721109,Tocantínia,Tocantínia,MU,TO,0,0,0
1721208,Tocantinópolis,Tocantinópolis,MU,TO,0,0,0
1721257,Tupirama,Tupirama,MU,TO,0,0,0
1721307,Tupiratins,Tupiratins,MU,TO,0,0,0
1722081,Wanderlândia,Wanderlândia,MU,TO,0,0,0
1722107,Xambioá,Xambioá,MU,TO,0,0,0
2100055,Açailândia,Açailândia,MU,MA,0,0,0
2100105,Afonso Cunha,Afonso Cunha,MU,MA,0,0,0
2100154,Água Doce do Maranhão,Água Doce do Maranhão,MU,MA,0,0,0
2100204,Alcântara,Alcântara,MU,MA,15608,9868,5740
2100303,Aldeias Altas,Aldeias Altas,MU,MA,158,0,158
2100402,Altamira do Maranhão,Altamira do Maranhão,MU,MA,0,0,0
2100436,Alto Alegre do Maranhão,Alto Alegre do Maranhão,MU,MA,125,0,125
2100477,Alto Alegre do Pindaré,Alto Alegre do Pindaré,MU,MA,0,0,0
2100501,Alto Parnaíba,Alto Parnaíba,MU,MA,200,0,200
2100550,Amapá do Maranhão,Amapá do Maranhão,MU,MA,0,0,0
2100600,Amarante do Maranhão,Amarante do Maranhão,MU,MA,0,0,0
2100709,Anajatuba,Anajatuba,MU,MA,6915,1274,5641
2100808,Anapurus,Anapurus,MU,MA,2,0,2
2100832,Apicum-Açu,Apicum-Açu,MU,MA,2100,0,2100
2100873,Araguanã,Araguanã,MU,MA,16,0,16
2100907,Araioses,Araioses,MU,MA,0,0,0
2100956,Arame,Arame,MU,MA,0,0,0
2101004,Arari,Arari,MU,MA,1791,0,1791
2101103,Axixá,Axixá,MU,MA,3588,0,3588
2101202,Bacabal,Bacabal,MU,MA,2926,386,2540
2101251,Bacabeira,Bacabeira,MU,MA,390,40,350
2101301,Bacuri,Bacuri,MU,MA,3809,84,3725
2101350,Bacurituba,Bacurituba,MU,MA,2338,0,2338
2101400,Balsas,Balsas,MU,MA,0,0,0
2101509,Barão de Grajaú,Barão de Grajaú,MU,MA,3,0,3
2101608,Barra do Corda,Barra do Corda,MU,MA,0,0,0
2101707,Barreirinhas,Barreirinhas,MU,MA,2720,0,2720
2101731,Belágua,Belágua,MU,MA,0,0,0
2101772,Bela Vista do Maranhão,Bela Vista do Maranhão,MU,MA,1,0,1
2101806,Benedito Leite,Benedito Leite,MU,MA,0,0,0
2101905,Bequimão,Bequimão,MU,MA,4475,0,4475
2101939,Bernardo do Mearim,Bernardo do Mearim,MU,MA,0,0,0
2101970,Boa Vista do Gurupi,Boa Vista do Gurupi,MU,MA,591,0,591
2102002,Bom Jardim,Bom Jardim,MU,MA,0,0,0
2102036,Bom Jesus das Selvas,Bom Jesus das Selvas,MU,MA,0,0,0
2102077,Bom Lugar,Bom Lugar,MU,MA,0,0,0
2102101,Brejo,Brejo,MU,MA,6045,535,5510
2102150,Brejo de Areia,Brejo de Areia,MU,MA,0,0,0
2102200,Buriti,Buriti,MU,MA,430,0,430
2102309,Buriti Bravo,Buriti Bravo,MU,MA,0,0,0
2102325,Buriticupu,Buriticupu,MU,MA,0,0,0
2102358,Buritirana,Buritirana,MU,MA,0,0,0
2102374,Cachoeira Grande,Cachoeira Grande,MU,MA,511,323,188
2102408,Cajapió,Cajapió,MU,MA,2764,0,2764
2102507,Cajari,Cajari,MU,MA,6379,0,6379
2102556,Campestre do Maranhão,Campestre do Maranhão,MU,MA,0,0,0
2102606,Cândido Mendes,Cândido Mendes,MU,MA,1879,0,1879
2102705,Cantanhede,Cantanhede,MU,MA,1193,170,1023
2102754,Capinzal do Norte,Capinzal do Norte,MU,MA,1422,375,1047
2102804,Carolina,Carolina,MU,MA,0,0,0
2102903,Carutapera,Carutapera,MU,MA,0,0,0
2103000,Caxias,Caxias,MU,MA,1479,369,1110
2103109,Cedral,Cedral,MU,MA,2268,0,2268
2103125,Central do Maranhão,Central do Maranhão,MU,MA,3433,0,3433
2103158,Centro do Guilherme,Centro do Guilherme,MU,MA,0,0,0
2103174,Centro Novo do Maranhão,Centro Novo do Maranhão,MU,MA,73,0,73
2103208,Chapadinha,Chapadinha,MU,MA,204,0,204
2103257,Cidelândia,Cidelândia,MU,MA,0,0,0
2103307,Codó,Codó,MU,MA,2940,490,2450
2103406,Coelho Neto,Coelho Neto,MU,MA,296,0,296
2103505,Colinas,Colinas,MU,MA,1108,173,935
2103554,Conceição do Lago-Açu,Conceição do Lago-Açu,MU,MA,0,0,0
2103604,Coroatá,Coroatá,MU,MA,161,0,161
2103703,Cururupu,Cururupu,MU,MA,6578,319,6259
2103752,Davinópolis,Davinópolis,MU,MA,0,0,0
2103802,Dom Pedro,Dom Pedro,MU,MA,106,0,106
2103901,Duque Bacelar,Duque Bacelar,MU,MA,0,0,0
2104008,Esperantinópolis,Esperantinópolis,MU,MA,0,0,0
2104057,Estreito,Estreito,MU,MA,0,0,0
2104073,Feira Nova do Maranhão,Feira Nova do Maranhão,MU,MA,0,0,0
2104081,Fernando Falcão,Fernando Falcão,MU,MA,473,0,473
2104099,Formosa da Serra Negra,Formosa da Serra Negra,MU,MA,0,0,0
2104107,Fortaleza dos Nogueiras,Fortaleza dos Nogueiras,MU,MA,0,0,0
2104206,Fortuna,Fortuna,MU,MA,14,0,14
2104305,Godofredo Viana,Godofredo Viana,MU,MA,0,0,0
2104404,Gonçalves Dias,Gonçalves Dias,MU,MA,4,0,4
2104503,Governador Archer,Governador Archer,MU,MA,0,0,0
2104552,Governador Edison Lobão,Governador Edison Lobão,MU,MA,0,0,0
2104602,Governador Eugênio Barros,Governador Eugênio Barros,MU,MA,0,0,0
2104628,Governador Luiz Rocha,Governador Luiz Rocha,MU,MA,0,0,0
2104651,Governador Newton Bello,Governador Newton Bello,MU,MA,0,0,0
2104677,Governador Nunes Freire,Governador Nunes Freire,MU,MA,0,0,0
2104701,Graça Aranha,Graça Aranha,MU,MA,0,0,0
2104800,Grajaú,Grajaú,MU,MA,50,45,5
2104909,Guimarães,Guimarães,MU,MA,3170,0,3170
2105005,Humberto de Campos,Humberto de Campos,MU,MA,222,0,222
2105104,Icatu,Icatu,MU,MA,5898,350,5548
2105153,Igarapé do Meio,Igarapé do Meio,MU,MA,519,0,519
2105203,Igarapé Grande,Igarapé Grande,MU,MA,160,0,160
2105302,Imperatriz,Imperatriz,MU,MA,0,0,0
2105351,Itaipava do Grajaú,Itaipava do Grajaú,MU,MA,0,0,0
2105401,Itapecuru Mirim,Itapecuru Mirim,MU,MA,14511,3755,10756
2105427,Itinga do Maranhão,Itinga do Maranhão,MU,MA,0,0,0
2105450,Jatobá,Jatobá,MU,MA,0,0,0
2105476,Jenipapo dos Vieiras,Jenipapo dos Vieiras,MU,MA,0,0,0
2105500,João Lisboa,João Lisboa,MU,MA,0,0,0
2105609,Joselândia,Joselândia,MU,MA,0,0,0
2105658,Junco do Maranhão,Junco do Maranhão,MU,MA,0,0,0
2105708,Lago da Pedra,Lago da Pedra,MU,MA,0,0,0
2105807,Lago do Junco,Lago do Junco,MU,MA,0,0,0
2105906,Lago Verde,Lago Verde,MU,MA,0,0,0
2105922,Lagoa do Mato,Lagoa do Mato,MU,MA,0,0,0
2105948,Lago dos Rodrigues,Lago dos Rodrigues,MU,MA,0,0,0
2105963,Lagoa Grande do Maranhão,Lagoa Grande do Maranhão,MU,MA,0,0,0
2105989,Lajeado Novo,Lajeado Novo,MU,MA,0,0,0
2106003,Lima Campos,Lima Campos,MU,MA,1616,0,1616
2106102,Loreto,Loreto,MU,MA,0,0,0
2106201,Luís Domingues,Luís Domingues,MU,MA,0,0,0
2106300,Magalhães de Almeida,Magalhães de Almeida,MU,MA,0,0,0
2106326,Maracaçumé,Maracaçumé,MU,MA,0,0,0
2106359,Marajá do Sena,Marajá do Sena,MU,MA,0,0,0
2106375,Maranhãozinho,Maranhãozinho,MU,MA,0,0,0
2106409,Mata Roma,Mata Roma,MU,MA,3490,0,3490
2106508,Matinha,Matinha,MU,MA,6221,594,5627
2106607,Matões,Matões,MU,MA,1855,0,0
2106631,Matões do Norte,Matões do Norte,MU,MA,229,0,229
2106672,Milagres do Maranhão,Milagres do Maranhão,MU,MA,0,0,0
2106706,Mirador,Mirador,MU,MA,0,0,0
2106755,Miranda do Norte,Miranda do Norte,MU,MA,187,0,187
2106805,Mirinzal,Mirinzal,MU,MA,6530,1027,5503
2106904,Monção,Monção,MU,MA,4720,0,4720
2107001,Montes Altos,Montes Altos,MU,MA,0,0,0
2107100,Morros,Morros,MU,MA,37,0,37
2107209,Nina Rodrigues,Nina Rodrigues,MU,MA,617,0,617
2107258,Nova Colinas,Nova Colinas,MU,MA,0,0,0
2107308,Nova Iorque,Nova Iorque,MU,MA,0,0,0
2107357,Nova Olinda do Maranhão,Nova Olinda do Maranhão,MU,MA,167,0,167
2107407,Olho d'Água das Cunhãs,Olho d'Água das Cunhãs,MU,MA,0,0,0
2107456,Olinda Nova do Maranhão,Olinda Nova do Maranhão,MU,MA,3528,21,3507
2107506,Paço do Lumiar,Paço do Lumiar,MU,MA,0,0,0
2107605,Palmeirândia,Palmeirândia,MU,MA,1748,0,0
2107704,Paraibano,Paraibano,MU,MA,0,0,0
2107803,Parnarama,Parnarama,MU,MA,971,0,971
2107902,Passagem Franca,Passagem Franca,MU,MA,1,0,1
2108009,Pastos Bons,Pastos Bons,MU,MA,372,0,372
2108058,Paulino Neves,Paulino Neves,MU,MA,135,0,135
2108108,Paulo Ramos,Paulo Ramos,MU,MA,0,0,0
2108207,Pedreiras,Pedreiras,MU,MA,151,0,151
2108256,Pedro do Rosário,Pedro do Rosário,MU,MA,3903,259,3644
2108306,Penalva,Penalva,MU,MA,9269,0,9269
2108405,Peri Mirim,Peri Mirim,MU,MA,1802,0,1802
2108454,Peritoró,Peritoró,MU,MA,927,643,284
2108504,Pindaré-Mirim,Pindaré-Mirim,MU,MA,702,0,702
2108603,Pinheiro,Pinheiro,MU,MA,10606,658,9948
2108702,Pio XII,Pio XII,MU,MA,0,0,0
2108801,Pirapemas,Pirapemas,MU,MA,1419,0,1419
2108900,Poção de Pedras,Poção de Pedras,MU,MA,0,0,0
2109007,Porto Franco,Porto Franco,MU,MA,0,0,0
2109056,Porto Rico do Maranhão,Porto Rico do Maranhão,MU,MA,1600,0,1600
2109106,Presidente Dutra,Presidente Dutra,MU,MA,1,0,1
2109205,Presidente Juscelino,Presidente Juscelino,MU,MA,3746,0,3746
2109239,Presidente Médici,Presidente Médici,MU,MA,1,0,1
2109270,Presidente Sarney,Presidente Sarney,MU,MA,2990,281,2709
2109304,Presidente Vargas,Presidente Vargas,MU,MA,2215,0,2215
2109403,Primeira Cruz,Primeira Cruz,MU,MA,281,0,281
2109452,Raposa,Raposa,MU,MA,0,0,0
2109502,Riachão,Riachão,MU,MA,0,0,0
2109551,Ribamar Fiquene,Ribamar Fiquene,MU,MA,0,0,0
2109601,Rosário,Rosário,MU,MA,4368,255,4113
2109700,Sambaíba,Sambaíba,MU,MA,0,0,0
2109759,Santa Filomena do Maranhão,Santa Filomena do Maranhão,MU,MA,0,0,0
2109809,Santa Helena,Santa Helena,MU,MA,6210,230,5980
2109908,Santa Inês,Santa Inês,MU,MA,1192,0,1192
2110005,Santa Luzia,Santa Luzia,MU,MA,0,0,0
2110039,Santa Luzia do Paruá,Santa Luzia do Paruá,MU,MA,0,0,0
2110104,Santa Quitéria do Maranhão,Santa Quitéria do Maranhão,MU,MA,764,0,764
2110203,Santa Rita,Santa Rita,MU,MA,10236,2140,8096
2110237,Santana do Maranhão,Santana do Maranhão,MU,MA,0,0,0
2110278,Santo Amaro do Maranhão,Santo Amaro do Maranhão,MU,MA,0,0,0
2110302,Santo Antônio dos Lopes,Santo Antônio dos Lopes,MU,MA,11,0,11
2110401,São Benedito do Rio Preto,São Benedito do Rio Preto,MU,MA,85,0,85
2110500,São Bento,São Bento,MU,MA,6302,0,6302
2110609,São Bernardo,São Bernardo,MU,MA,0,0,0
2110658,São Domingos do Azeitão,São Domingos do Azeitão,MU,MA,180,0,180
2110708,São Domingos do Maranhão,São Domingos do Maranhão,MU,MA,0,0,0
2110807,São Félix de Balsas,São Félix de Balsas,MU,MA,0,0,0
2110856,São Francisco do Brejão,São Francisco do Brejão,MU,MA,0,0,0
2110906,São Francisco do Maranhão,São Francisco do Maranhão,MU,MA,0,0,0
2111003,São João Batista,São João Batista,MU,MA,5185,0,5185
2111029,São João do Carú,São João do Carú,MU,MA,0,0,0
2111052,São João do Paraíso,São João do Paraíso,MU,MA,0,0,0
2111078,São João do Soter,São João do Soter,MU,MA,1010,399,611
2111102,São João dos Patos,São João dos Patos,MU,MA,0,0,0
2111201,São José de Ribamar,São José de Ribamar,MU,MA,1453,0,1453
2111250,São José dos Basílios,São José dos Basílios,MU,MA,0,0,0
2111300,São Luís,São Luís,MU,MA,8294,0,8294
2111409,São Luís Gonzaga do Maranhão,São Luís Gonzaga do Maranhão,MU,MA,3047,182,2865
2111508,São Mateus do Maranhão,São Mateus do Maranhão,MU,MA,586,0,586
2111532,São Pedro da Água Branca,São Pedro da Água Branca,MU,MA,0,0,0
2111573,São Pedro dos Crentes,São Pedro dos Crentes,MU,MA,0,0,0
2111607,São Raimundo das Mangabeiras,São Raimundo das Mangabeiras,MU,MA,0,0,0
2111631,São Raimundo do Doca Bezerra,São Raimundo do Doca Bezerra,MU,MA,0,0,0
2111672,São Roberto,São Roberto,MU,MA,0,0,0
2111706,São Vicente Ferrer,São Vicente Ferrer,MU,MA,9255,153,9102
2111722,Satubinha,Satubinha,MU,MA,178,0,178
2111748,Senador Alexandre Costa,Senador Alexandre Costa,MU,MA,42,0,42
2111763,Senador La Rocque,Senador La Rocque,MU,MA,0,0,0
2111789,Serrano do Maranhão,Serrano do Maranhão,MU,MA,5687,611,5076
2111805,Sítio Novo,Sítio Novo,MU,MA,0,0,0
2111904,Sucupira do Norte,Sucupira do Norte,MU,MA,0,0,0
2111953,Sucupira do Riachão,Sucupira do Riachão,MU,MA,0,0,0
2112001,Tasso Fragoso,Tasso Fragoso,MU,MA,0,0,0
2112100,Timbiras,Timbiras,MU,MA,55,0,55
2112209,Timon,Timon,MU,MA,423,0,423
2112233,Trizidela do Vale,Trizidela do Vale,MU,MA,82,0,82
2112274,Tufilândia,Tufilândia,MU,MA,0,0,0
2112308,Tuntum,Tuntum,MU,MA,0,0,0
2112407,Turiaçu,Turiaçu,MU,MA,4332,544,3788
2112456,Turilândia,Turilândia,MU,MA,1793,0,1793
2112506,Tutóia,Tutóia,MU,MA,226,211,15
2112605,Urbano Santos,Urbano Santos,MU,MA,0,0,0
2112704,Vargem Grande,Vargem Grande,MU,MA,1747,107,1640
2112803,Viana,Viana,MU,MA,9964,2266,7698
2112852,Vila Nova dos Martírios,Vila Nova dos Martírios,MU,MA,0,0,0
2112902,Vitória do Mearim,Vitória do Mearim,MU,MA,2374,0,2374
2113009,Vitorino Freire,Vitorino Freire,MU,MA,0,0,0
2114007,Zé Doca,Zé Doca,MU,MA,4,0,4
2200053,Acauã,Acauã,MU,PI,423,0,423
2200103,Agricolândia,Agricolândia,MU,PI,0,0,0
2200202,Água Branca,Água Branca,MU,PI,0,0,0
2200251,Alagoinha do Piauí,Alagoinha do Piauí,MU,PI,0,0,0
2200277,Alegrete do Piauí,Alegrete do Piauí,MU,PI,0,0,0
2200301,Alto Longá,Alto Longá,MU,PI,0,0,0
2200400,Altos,Altos,MU,PI,489,0,489
2200459,Alvorada do Gurguéia,Alvorada do Gurguéia,MU,PI,0,0,0
2200509,Amarante,Amarante,MU,PI,944,177,767
2200608,Angical do Piauí,Angical do Piauí,MU,PI,0,0,0
2200707,Anísio de Abreu,Anísio de Abreu,MU,PI,0,0,0
2200806,Antônio Almeida,Antônio Almeida,MU,PI,0,0,0
2200905,Aroazes,Aroazes,MU,PI,0,0,0
2200954,Aroeiras do Itaim,Aroeiras do Itaim,MU,PI,5,0,5
2201002,Arraial,Arraial,MU,PI,0,0,0
2201051,Assunção do Piauí,Assunção do Piauí,MU,PI,532,526,6
2201101,Avelino Lopes,Avelino Lopes,MU,PI,0,0,0
2201150,Baixa Grande do Ribeiro,Baixa Grande do Ribeiro,MU,PI,0,0,0
2201176,Barra D'Alcântara,Barra D'Alcântara,MU,PI,0,0,0
2201200,Barras,Barras,MU,PI,0,0,0
2201309,Barreiras do Piauí,Barreiras do Piauí,MU,PI,51,0,51
2201408,Barro Duro,Barro Duro,MU,PI,0,0,0
2201507,Batalha,Batalha,MU,PI,599,0,599
2201556,Bela Vista do Piauí,Bela Vista do Piauí,MU,PI,310,0,310
2201572,Belém do Piauí,Belém do Piauí,MU,PI,94,0,94
2201606,Beneditinos,Beneditinos,MU,PI,0,0,0
2201705,Bertolínia,Bertolínia,MU,PI,0,0,0
2201739,Betânia do Piauí,Betânia do Piauí,MU,PI,569,0,569
2201770,Boa Hora,Boa Hora,MU,PI,0,0,0
2201804,Bocaina,Bocaina,MU,PI,0,0,0
2201903,Bom Jesus,Bom Jesus,MU,PI,4,0,4
2201919,Bom Princípio do Piauí,Bom Princípio do Piauí,MU,PI,0,0,0
2201929,Bonfim do Piauí,Bonfim do Piauí,MU,PI,230,20,210
2201945,Boqueirão do Piauí,Boqueirão do Piauí,MU,PI,0,0,0
2201960,Brasileira,Brasileira,MU,PI,0,0,0
2201988,Brejo do Piauí,Brejo do Piauí,MU,PI,0,0,0
2202000,Buriti dos Lopes,Buriti dos Lopes,MU,PI,0,0,0
2202026,Buriti dos Montes,Buriti dos Montes,MU,PI,16,0,16
2202059,Cabeceiras do Piauí,Cabeceiras do Piauí,MU,PI,0,0,0
2202075,Cajazeiras do Piauí,Cajazeiras do Piauí,MU,PI,0,0,0
2202083,Cajueiro da Praia,Cajueiro da Praia,MU,PI,0,0,0
2202091,Caldeirão Grande do Piauí,Caldeirão Grande do Piauí,MU,PI,8,0,8
2202109,Campinas do Piauí,Campinas do Piauí,MU,PI,1024,292,732
2202117,Campo Alegre do Fidalgo,Campo Alegre do Fidalgo,MU,PI,389,0,389
2202133,Campo Grande do Piauí,Campo Grande do Piauí,MU,PI,123,0,123
2202174,Campo Largo do Piauí,Campo Largo do Piauí,MU,PI,945,97,848
2202208,Campo Maior,Campo Maior,MU,PI,0,0,0
2202251,Canavieira,Canavieira,MU,PI,0,0,0
2202307,Canto do Buriti,Canto do Buriti,MU,PI,0,0,0
2202406,Capitão de Campos,Capitão de Campos,MU,PI,0,0,0
2202455,Capitão Gervásio Oliveira,Capitão Gervásio Oliveira,MU,PI,0,0,0
2202505,Caracol,Caracol,MU,PI,0,0,0
2202539,Caraúbas do Piauí,Caraúbas do Piauí,MU,PI,0,0,0
2202554,Caridade do Piauí,Caridade do Piauí,MU,PI,363,0,363
2202604,Castelo do Piauí,Castelo do Piauí,MU,PI,0,0,0
2202653,Caxingó,Caxingó,MU,PI,0,0,0
2202703,Cocal,Cocal,MU,PI,0,0,0
2202711,Cocal de Telha,Cocal de Telha,MU,PI,0,0,0
2202729,Cocal dos Alves,Cocal dos Alves,MU,PI,0,0,0
2202737,Coivaras,Coivaras,MU,PI,0,0,0
2202752,Colônia do Gurguéia,Colônia do Gurguéia,MU,PI,0,0,0
2202778,Colônia do Piauí,Colônia do Piauí,MU,PI,741,0,741
2202802,Conceição do Canindé,Conceição do Canindé,MU,PI,89,0,0
2202851,Coronel José Dias,Coronel José Dias,MU,PI,0,0,0
2202901,Corrente,Corrente,MU,PI,0,0,0
2203008,Cristalândia do Piauí,Cristalândia do Piauí,MU,PI,0,0,0
2203107,Cristino Castro,Cristino Castro,MU,PI,0,0,0
2203206,Curimatá,Curimatá,MU,PI,0,0,0
2203230,Currais,Currais,MU,PI,0,0,0
2203255,Curralinhos,Curralinhos,MU,PI,0,0,0
2203271,Curral Novo do Piauí,Curral Novo do Piauí,MU,PI,295,0,295
2203305,Demerval Lobão,Demerval Lobão,MU,PI,0,0,0
2203354,Dirceu Arcoverde,Dirceu Arcoverde,MU,PI,36,0,0
2203404,Dom Expedito Lopes,Dom Expedito Lopes,MU,PI,0,0,0
2203420,Domingos Mourão,Domingos Mourão,MU,PI,0,0,0
2203453,Dom Inocêncio,Dom Inocêncio,MU,PI,369,0,369
2203503,Elesbão Veloso,Elesbão Veloso,MU,PI,0,0,0
2203602,Eliseu Martins,Eliseu Martins,MU,PI,0,0,0
2203701,Esperantina,Esperantina,MU,PI,1208,55,1153
2203750,Fartura do Piauí,Fartura do Piauí,MU,PI,1952,1161,791
2203800,Flores do Piauí,Flores do Piauí,MU,PI,0,0,0
2203859,Floresta do Piauí,Floresta do Piauí,MU,PI,8,0,8
2203909,Floriano,Floriano,MU,PI,52,0,52
2204006,Francinópolis,Francinópolis,MU,PI,0,0,0
2204105,Francisco Ayres,Francisco Ayres,MU,PI,0,0,0
2204154,Francisco Macedo,Francisco Macedo,MU,PI,0,0,0
2204204,Francisco Santos,Francisco Santos,MU,PI,0,0,0
2204303,Fronteiras,Fronteiras,MU,PI,0,0,0
2204352,Geminiano,Geminiano,MU,PI,0,0,0
2204402,Gilbués,Gilbués,MU,PI,371,0,371
2204501,Guadalupe,Guadalupe,MU,PI,6,0,6
2204550,Guaribas,Guaribas,MU,PI,0,0,0
2204600,Hugo Napoleão,Hugo Napoleão,MU,PI,0,0,0
2204659,Ilha Grande,Ilha Grande,MU,PI,0,0,0
2204709,Inhuma,Inhuma,MU,PI,0,0,0
2204808,Ipiranga do Piauí,Ipiranga do Piauí,MU,PI,0,0,0
2204907,Isaías Coelho,Isaías Coelho,MU,PI,2149,917,1232
2205003,Itainópolis,Itainópolis,MU,PI,11,0,11
2205102,Itaueira,Itaueira,MU,PI,0,0,0
2205151,Jacobina do Piauí,Jacobina do Piauí,MU,PI,218,0,218
2205201,Jaicós,Jaicós,MU,PI,6,0,6
2205250,Jardim do Mulato,Jardim do Mulato,MU,PI,0,0,0
2205276,Jatobá do Piauí,Jatobá do Piauí,MU,PI,0,0,0
2205300,Jerumenha,Jerumenha,MU,PI,93,0,93
2205359,João Costa,João Costa,MU,PI,130,0,130
2205409,Joaquim Pires,Joaquim Pires,MU,PI,0,0,0
2205458,Joca Marques,Joca Marques,MU,PI,0,0,0
2205508,José de Freitas,José de Freitas,MU,PI,0,0,0
2205516,Juazeiro do Piauí,Juazeiro do Piauí,MU,PI,0,0,0
2205524,Júlio Borges,Júlio Borges,MU,PI,23,0,23
2205532,Jurema,Jurema,MU,PI,0,0,0
2205540,Lagoinha do Piauí,Lagoinha do Piauí,MU,PI,0,0,0
2205557,Lagoa Alegre,Lagoa Alegre,MU,PI,0,0,0
2205565,Lagoa do Barro do Piauí,Lagoa do Barro do Piauí,MU,PI,91,0,0
2205573,Lagoa de São Francisco,Lagoa de São Francisco,MU,PI,0,0,0
2205581,Lagoa do Piauí,Lagoa do Piauí,MU,PI,3,0,3
2205599,Lagoa do Sítio,Lagoa do Sítio,MU,PI,0,0,0
2205607,Landri Sales,Landri Sales,MU,PI,0,0,0
2205706,Luís Correia,Luís Correia,MU,PI,0,0,0
2205805,Luzilândia,Luzilândia,MU,PI,0,0,0
2205854,Madeiro,Madeiro,MU,PI,0,0,0
2205904,Manoel Emídio,Manoel Emídio,MU,PI,0,0,0
2205953,Marcolândia,Marcolândia,MU,PI,0,0,0
2206001,Marcos Parente,Marcos Parente,MU,PI,0,0,0
2206050,Massapê do Piauí,Massapê do Piauí,MU,PI,0,0,0
2206100,Matias Olímpio,Matias Olímpio,MU,PI,190,138,52
2206209,Miguel Alves,Miguel Alves,MU,PI,0,0,0
2206308,Miguel Leão,Miguel Leão,MU,PI,0,0,0
2206357,Milton Brandão,Milton Brandão,MU,PI,0,0,0
2206407,Monsenhor Gil,Monsenhor Gil,MU,PI,0,0,0
2206506,Monsenhor Hipólito,Monsenhor Hipólito,MU,PI,53,0,53
2206605,Monte Alegre do Piauí,Monte Alegre do Piauí,MU,PI,0,0,0
2206654,Morro Cabeça no Tempo,Morro Cabeça no Tempo,MU,PI,0,0,0
2206670,Morro do Chapéu do Piauí,Morro do Chapéu do Piauí,MU,PI,9,0,9
2206696,Murici dos Portelas,Murici dos Portelas,MU,PI,0,0,0
2206704,Nazaré do Piauí,Nazaré do Piauí,MU,PI,0,0,0
2206720,Nazária,Nazária,MU,PI,0,0,0
2206753,Nossa Senhora de Nazaré,Nossa Senhora de Nazaré,MU,PI,0,0,0
2206803,Nossa Senhora dos Remédios,Nossa Senhora dos Remédios,MU,PI,0,0,0
2206902,Novo Oriente do Piauí,Novo Oriente do Piauí,MU,PI,0,0,0
2206951,Novo Santo Antônio,Novo Santo Antônio,MU,PI,0,0,0
2207009,Oeiras,Oeiras,MU,PI,513,0,513
2207108,Olho D'Água do Piauí,Olho D'Água do Piauí,MU,PI,0,0,0
2207207,Padre Marcos,Padre Marcos,MU,PI,0,0,0
2207306,Paes Landim,Paes Landim,MU,PI,0,0,0
2207355,Pajeú do Piauí,Pajeú do Piauí,MU,PI,0,0,0
2207405,Palmeira do Piauí,Palmeira do Piauí,MU,PI,0,0,0
2207504,Palmeirais,Palmeirais,MU,PI,163,0,163
2207553,Paquetá,Paquetá,MU,PI,397,0,397
2207603,Parnaguá,Parnaguá,MU,PI,0,0,0
2207702,Parnaíba,Parnaíba,MU,PI,0,0,0
2207751,Passagem Franca do Piauí,Passagem Franca do Piauí,MU,PI,0,0,0
2207777,Patos do Piauí,Patos do Piauí,MU,PI,84,0,84
2207793,Pau D'Arco do Piauí,Pau D'Arco do Piauí,MU,PI,0,0,0
2207801,Paulistana,Paulistana,MU,PI,1615,147,1468
2207850,Pavussu,Pavussu,MU,PI,0,0,0
2207900,Pedro II,Pedro II,MU,PI,0,0,0
2207934,Pedro Laurentino,Pedro Laurentino,MU,PI,186,54,132
2207959,Nova Santa Rita,Nova Santa Rita,MU,PI,41,0,41
2208007,Picos,Picos,MU,PI,34,0,34
2208106,Pimenteiras,Pimenteiras,MU,PI,135,0,135
2208205,Pio IX,Pio IX,MU,PI,66,0,66
2208304,Piracuruca,Piracuruca,MU,PI,0,0,0
2208403,Piripiri,Piripiri,MU,PI,844,0,844
2208502,Porto,Porto,MU,PI,16,0,16
2208551,Porto Alegre do Piauí,Porto Alegre do Piauí,MU,PI,0,0,0
2208601,Prata do Piauí,Prata do Piauí,MU,PI,0,0,0
2208650,Queimada Nova,Queimada Nova,MU,PI,1008,176,832
2208700,Redenção do Gurguéia,Redenção do Gurguéia,MU,PI,601,0,601
2208809,Regeneração,Regeneração,MU,PI,194,0,194
