,latitude,longitude,title,content,image,image_desc
25,50.027469,19.203351,Auschwitz I Concentration Camp (Stammlager),"<p>From <strong>spring 1942</strong>, the Nazis began the systematic mass deportations of Jews from Germany and the occupied territories to death camps. Auschwitz grew into the largest German concentration and extermination camp complex.</p>

<p>Auschwitz&#39;s first camp (Auschwitz I) was set up in <strong>May 1940</strong> as a prison for political prisoners and prisoners of war. These were mainly Polish and Soviet POWs.<sup data-footnote-id=""rllos""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> As there was too little space for the growing number of prisoners, Birkenau was built a few kilometres away in <strong>1942</strong>.<sup data-footnote-id=""zcs4f""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup></p>

<h1><strong>&#39;Arbeit macht frei&#39;</strong></h1>

<p>Auschwitz I was located in a former Polish military barracks near the town of Oświęcim, called Auschwitz in German. The large gate that gave access to this camp bore the cynical text <em>Arbeit macht frei</em>, which was meant to give the impression that this was a labour camp.<sup data-footnote-id=""jbsej""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<p>By <strong>November 1943</strong>, the Auschwitz complex was so extensive that it was organisationally divided into three camps: Auschwitz I (The Base Camp or <em>Stammlager</em>), Auschwitz II (Auschwitz-Birkenau) and Auschwitz III. A large proportion of the female prisoners were placed in Auschwitz-Birkenau, making Auschwitz I predominantly a men&#39;s camp.</p>

<p>When the eight people who had been in hiding in the Secret Annex arrived in Auschwitz on <strong>6 September 1944</strong>, <em>SS-Sturmbannf&uuml;hrer</em> Richard Baer (1911-1963) was the camp commandant&nbsp;of Auschwitz. Under his predecessor Rudolf H&ouml;ss (1901-1947), Auschwitz had become one of the centres of mass murder of European Jews.<sup data-footnote-id=""ze1kj""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<h1><strong>Block 10 </strong></h1>

<p>In Block 10 of Auschwitz I, the notorious camp doctor Josef Mengele (1911-1979) and his staff performed medical experiments on prisoners. They were often extremely cruel experiments, in which prisoners were given poisonous injections or deliberately infected with deadly diseases to analyse disease progression. Despite Block 10 being in the men&#39;s camp, the experiments were mainly carried out on women and twins.<sup data-footnote-id=""enabr""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup></p>

<h1><strong>Zyklon B</strong></h1>

<p>In <strong>August 1941</strong>, experiments with the extremely poisonous prussic acid gas zyklon B were first conducted at Auschwitz I. Around <strong>5 September 1941</strong>, larger groups of Russian POWs were murdered for the first time. The first systematic gassings at Auschwitz I took place between <strong>late March and early April 1942</strong>.</p>

<p>From <strong>May 1942</strong>, the second camp (Auschwitz-Birkenau) was still under development, but was already being increasingly set up by the camp management as an extermination camp and largely took over the killing from Auschwitz I. In<strong> autumn 1942</strong>, gassings in the camp crematorium at Auschwitz I ceased. From <strong>1943</strong>, Auschwitz-Birkenau became the centre of the Holocaust.<sup data-footnote-id=""e9aon""><a href=""#footnote-6"" id=""footnote-marker-6-1"" rel=""footnote"">[6]</a></sup></p>

<p>In<strong> </strong><strong>September 1944,</strong> the males from the Secret Annex ended up in Auschwitz-I. Otto would remain a prisoner there until the liberation of the camp in<strong> January 1945.</strong><sup data-footnote-id=""66zon""><a href=""#footnote-7"" id=""footnote-marker-7-1"" rel=""footnote"">[7]</a></sup></p>

<div style=""text-align:start"">
<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""rllos"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie: <a href=""https://en.wikipedia.org/wiki/Auschwitz_concentration_camp#Auschwitz_I"" target=""_blank"">https://en.wikipedia.org/wiki/Auschwitz_concentration_camp#Auschwitz_I</a> (geraadpleegd 28 november 2023).</cite></li>
	<li data-footnote-id=""zcs4f"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Bas von Benda-Beckmann,&nbsp;<em>Na het Achterhuis. Anne Frank en de andere onderduikers in de kampen</em>,&nbsp;Amsterdam: Querido, 2020, p. 126.</cite></li>
	<li data-footnote-id=""jbsej"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>De spreuk was al sinds 1933 door de nazi&rsquo;s in gebruik genomen en werd ook in andere concentratiekampen, zoals Oranienburg, Dachau, Gro&szlig;-Rosen en Theresienstadt gebruikt. Von Benda-Beckmann,&nbsp;<em>Na het achterhuis</em>, p. 126.</cite></li>
	<li data-footnote-id=""ze1kj"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis</em>, p. 124.</cite></li>
	<li data-footnote-id=""enabr"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis</em>, p. 125-126.</cite></li>
	<li data-footnote-id=""e9aon"" id=""footnote-6""><sup><a href=""#footnote-marker-6-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis</em>, p. 128-136.</cite></li>
	<li data-footnote-id=""66zon"" id=""footnote-7""><sup><a href=""#footnote-marker-7-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis, </em>p. 158, 190.</cite></li>
</ol>
</section>
</div>",../images/unknown_place.png,Unknown Photo
74,50.026849,19.205475,Auschwitz I camp - Block 2,,../images/unknown_place.png,Unknown Photo
75,50.025722,19.204069,Auschwitz I camp - Block 8,,../images/unknown_place.png,Unknown Photo
76,50.026722,19.204194,Auschwitz I camp - Infirmary hut,,../images/unknown_place.png,Unknown Photo
24,50.034695,19.178028,Auschwitz-Birkenau Concentration Camp,"<p><strong>In late 1941,</strong> Auschwitz concentration camp was expanded to include a second site Auschwitz-Birkenau - also known as Auschwitz-II.<sup data-footnote-id=""7u51v""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> The camp was located about three kilometres northwest of the <em>Stammlager</em> Auschwitz-I, near the village of Birkenau: the German name for the Polish village of Brzezinka. The decision to murder European Jews prompted modifications to the layout and purpose of this camp. Under the leadership of camp commander Rudolf H&ouml;ss (1901-1947), the main objective of this camp became the extermination of Jews and the selection of people for labour.<sup data-footnote-id=""j9jcu""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup></p>

<p>Auschwitz-Birkenau was a vast 175-hectare site built by Russian POWs and forced labourers. After the first group of Russian POWs died almost entirely from starvation and exhaustion, the Nazis brought tens of thousands of Jews to Birkenau as slave workers to continue their work.<sup data-footnote-id=""zccdh""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<p>A separate women&#39;s camp was set up in Birkenau from early <strong>August 1942</strong>. In <strong>September</strong> <strong>1944</strong>, the females who had been hiding in&nbsp;the Secret Annex also ended up there.</p>

<h1><strong>Gas chambers</strong></h1>

<p>In the <strong>spring of 1942</strong>, the construction of gas chambers began in two empty farmhouses to kill Jews immediately on arrival with the extremely toxic prussic acid gas Zyklon B. Despite the fact that the camp was still under construction, it soon took over most of the killing from Auschwitz I.<sup data-footnote-id=""5y4y7""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<p>The first gas chamber at Birkenau, Bunker I, was probably commissioned <strong>in mid-</strong> or <strong>late May 1942</strong>. Bunker II was probably ready for use by&nbsp;<strong>late June</strong> or <strong>early July</strong>. After Bunker I and II, construction of crematoria and gas chambers II-V followed between <strong>March</strong> and <strong>June 1943</strong>. Thus Auschwitz-Birkenau became the centre of the Holocaust from 1943.<sup data-footnote-id=""5y4y7""><a href=""#footnote-4"" id=""footnote-marker-4-2"" rel=""footnote"">[4]</a></sup></p>

<h1><strong>Selection </strong></h1>

<p>Upon arrival at Auschwitz-Birkenau, SS doctors selected the Jewish people who were fit for forced labour; the rest went directly to the gas chamber. Although the criteria could vary, usually children 15 and under and adults over 50 were selected for the gas chamber. Mothers with children under 15 and pregnant women were also sent directly to the gas chamber.<sup data-footnote-id=""a4my8""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup></p>

<p>Auschwitz&#39;s best-known camp doctor who carried out the selections was Josef Mengele (1911-1979). In addition to selections for the gas chamber, Mengele also conducted medical experiments on prisoners - mostly women and twins - often with fatal results.<sup data-footnote-id=""5jzxq""><a href=""#footnote-6"" id=""footnote-marker-6-1"" rel=""footnote"">[6]</a></sup></p>

<p>Those who were not selected for the gas chamber were assigned to forced labour and locked up in one of the camp&#39;s overcrowded huts. Hygienic conditions were poor and there was too little and poor food. Many prisoners died of exhaustion and from the many diseases that went around.</p>

<h1><strong>Evacuation</strong></h1>

<p>In the summer of<strong> 1944</strong>, as the Soviet army advanced from the east and approached the camps in occupied Poland, more and more prisoners were deported to camps in Germany as slave labour. At the same time, Nazi efforts began to erase traces of the Auschwitz massacre. From early <strong>November 1944</strong>, gassings no longer took place in Birkenau. Gas chambers and crematoria were dismantled and blown up. As the Soviet army moved even closer, the great evacuation transports from Auschwitz followed in January 1945, and 58,000 men and women were forced to go on so-called death marches.<sup data-footnote-id=""1hj7m""><a href=""#footnote-7"" id=""footnote-marker-7-1"" rel=""footnote"">[7]</a></sup></p>

<p style=""text-align:start"">Over 57,000 Jews from the Netherlands were murdered in Auschwitz. Only 970 Dutch Jews returned alive from the camp.</p>

<div style=""text-align:start"">
<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""7u51v"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie:&nbsp;<a href=""https://en.wikipedia.org/wiki/Auschwitz_concentration_camp#Auschwitz_II-Birkenau"" target=""_blank"">https://en.wikipedia.org/wiki/Auschwitz_concentration_camp#Auschwitz_II-Birkenau</a> (geraadpleegd 28 november 2023).</cite></li>
	<li data-footnote-id=""j9jcu"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Bas von Benda-Beckmann,&nbsp;<em>Na het achterhuis. Anne Frank en de andere onderduikers in de kampen</em>,&nbsp;Amsterdam: Querido, 2020, p. 133.</cite></li>
	<li data-footnote-id=""zccdh"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis,</em> p. 132.</cite></li>
	<li data-footnote-id=""5y4y7"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">a</a>, <a href=""#footnote-marker-4-2"">b</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis</em>, p. 128-136.</cite></li>
	<li data-footnote-id=""a4my8"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis</em>, p. 150-151.</cite></li>
	<li data-footnote-id=""5jzxq"" id=""footnote-6""><sup><a href=""#footnote-marker-6-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis</em>, p. 125-126.</cite></li>
	<li data-footnote-id=""1hj7m"" id=""footnote-7""><sup><a href=""#footnote-marker-7-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis</em>, p. 140-141</cite></li>
</ol>
</section>
</div>",../images/unknown_place.png,Unknown Photo
73,50.033872,19.173439,Auschwitz-Birkenau camp - Infirmary huts,"<p><strong>In late October 1944,</strong> Anne and Margot were deported to Bergen-Belsen concentration camp. Their mother Edith remained behind in Auschwitz, where she died of exhaustion and illness in <strong>January 1945</strong>.</p>",../images/unknown_place.png,Unknown Photo
8,47.5645,7.57569,Basel,"<p>Otto Frank&#39;s sister Leni had lived with her family in the Swiss city of Basel from&nbsp;<strong>1929</strong>. In <strong>1933</strong>, his mother Alice Frank-Stern also settled there. Anne referred to these family members with her designation &#39;Basel&#39;.<sup data-footnote-id=""3pp06""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> In <strong>1952</strong>, Otto Frank also moved to&nbsp;Basel. In <strong>1961</strong>, he moved to nearby Birsfelden. He lived there until his death.</p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""3pp06"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Anne Frank, Version A, 30 June 1944, in: <em>The Collected Works</em>; [transl. from the Dutch by Susan Massotty; transl. from the German language by Kirsten Warner and transl. from the Dutch language by Nancy Forest-Flier]. London [etc.]: Bloomsbury Continuum, 2019. ISBN 978-1-4729-6491-5.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
7,52.916534,6.60965,Battery scrapping hut in Camp Westerbork,"<p>During their captivity in camp Westerbork, the eight people in hiding had to break open batteries.<sup data-footnote-id=""7odp4""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""7odp4"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Bas Kortholt, Barak 56,&nbsp;Herinneringscentrum Kamp Westerbork:&nbsp;<a href=""https://kampwesterbork.nl/de-stichting/nieuws/item/column-barak-65"">https://kampwesterbork.nl/de-stichting/nieuws/item/column-barak-65</a> (geraadpleegd 28 november 2023).</cite></li>
</ol>
</section>",https://research.annefrank.org/media/063_-_BBWO2_-_NIOD_66265.jpg,Gevangenen halen batterijen uit elkaar in Westerbork
26,52.759139,9.905833,Bergen-Belsen Concentration Camp,"<p>Bergen-Belsen was originally a large training site for Wehrmacht armoured troops and a barracks complex near the towns of Bergen and Belsen on the L&uuml;neburg Heath.<sup data-footnote-id=""ilbi5""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> The camp was initially not a labour or extermination camp - there were no gas chambers - and served as a POW camp and &#39;exchange camp&#39;. From <strong>May 1940</strong>, French, Belgian, Soviet, and other allied soldiers and resistance fighters from many different countries were imprisoned in the camp.<sup bis_size=""{&quot;x&quot;:611,&quot;y&quot;:63,&quot;w&quot;:12,&quot;h&quot;:11,&quot;abs_x&quot;:832,&quot;abs_y&quot;:1051}"" data-footnote-id=""vry1z""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup></p>

<h1><strong><em>Sternlager</em></strong></h1>

<p>In <strong>April 1943 </strong>, the SS took over a large area of the POW camp from the Wehrmacht to set up the <em>Aufenthaltslager </em>Bergen-Belsen, which housed Jews who could be exchanged with German POWs abroad; something that in the end hardly ever happened.<sup bis_size=""{&quot;x&quot;:464,&quot;y&quot;:174,&quot;w&quot;:12,&quot;h&quot;:11,&quot;abs_x&quot;:685,&quot;abs_y&quot;:1162}"" data-footnote-id=""hto5h""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<p>The <em>Sternlager</em> was part of the <em>Austauschlager </em>and consisted of about eighteen barrack huts in which many Dutch Jews were imprisoned. In the Sternlager, families were improsoned together and, for a time, conditions were relatively better than in other camps.<sup bis_size=""{&quot;x&quot;:536,&quot;y&quot;:232,&quot;w&quot;:12,&quot;h&quot;:11,&quot;abs_x&quot;:757,&quot;abs_y&quot;:1220}"" data-footnote-id=""hto5h""><a href=""#footnote-3"" id=""footnote-marker-3-2"" rel=""footnote"">[3]</a></sup></p>

<h1><strong><em>Durchgangslager</em></strong></h1>

<p>In the <strong>summer of 1944</strong>, Bergen-Belsen also became a <em>Durchgangslager </em>(transit camp) for thousands of women from occupied parts of Eastern Europe who had been transported for forced labour to German sub-camps. In early August 1944, a tent camp was set up on an open plain in the south-west corner of the camp to accommodate the large deportations arriving from <strong>mid-August 1944</strong>.<sup bis_size=""{&quot;x&quot;:279,&quot;y&quot;:363,&quot;w&quot;:12,&quot;h&quot;:11,&quot;abs_x&quot;:500,&quot;abs_y&quot;:1351}"" data-footnote-id=""8yr38""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<h1><strong>Conditions</strong></h1>

<p>Over time, conditions deteriorated throughout the camp. Under camp commander Josef Kramer, who had been transferred from Auschwitz to Bergen-Belsen on <strong>2 December 1944</strong>, the harsh regime hardened even further. Due to overcrowding, ill-treatment, hunger, the cold winter and infectious diseases, Bergen-Belsen eventually became a place where the Nazis brought Jews only to have them die because of the poor conditions there.<sup bis_size=""{&quot;x&quot;:478,&quot;y&quot;:495,&quot;w&quot;:12,&quot;h&quot;:11,&quot;abs_x&quot;:699,&quot;abs_y&quot;:1483}"" data-footnote-id=""ge36k""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup></p>

<p>Of the approximately 120,000 prisoners, more than 72,000 perished. Among these were Anne and Margot Frank, who were imprisoned in the camp from <strong>3 November 1944&nbsp;</strong>.</p>

<div style=""text-align:start"">&nbsp;
<div>
<section bis_size=""{&quot;x&quot;:19,&quot;y&quot;:584,&quot;w&quot;:1035,&quot;h&quot;:166,&quot;abs_x&quot;:240,&quot;abs_y&quot;:1572}"" class=""footnotes"">
<header bis_size=""{&quot;x&quot;:34,&quot;y&quot;:601,&quot;w&quot;:1005,&quot;h&quot;:23,&quot;abs_x&quot;:255,&quot;abs_y&quot;:1589}"">
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""ilbi5"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie:&nbsp;<a href=""https://en.wikipedia.org/wiki/Bergen-Belsen_concentration_camp"" target=""_blank"">https://en.wikipedia.org/wiki/Bergen-Belsen_concentration_camp</a> (geraadpleegd 28 november 2023).</cite></li>
	<li data-footnote-id=""vry1z"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Bas von Benda-Beckmann,&nbsp;<em>Na het Achterhuis. Anne Frank en de andere onderduikers in de kampen</em>,&nbsp;Amsterdam: Querido, 2020, p. 119.</cite></li>
	<li data-footnote-id=""hto5h"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">a</a>, <a href=""#footnote-marker-3-2"">b</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis</em>, p. 220-221.</cite></li>
	<li data-footnote-id=""8yr38"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis, </em>p. 222.</cite></li>
	<li data-footnote-id=""ge36k"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>Von Benda-Beckmann,&nbsp;<em>Na het Achterhuis</em>, p. 224-225.</cite></li>
</ol>
</section>
</div>
</div>",../images/unknown_place.png,Unknown Photo
77,52.801088,9.953753,Bergen-Belsen camp - Rampe,,../images/unknown_place.png,Unknown Photo
9,52.518362,13.40641,Berlin,"<p>Fritz Pfeffer and his girlfriend Charlotte Kaletta lived in Berlin before they fled to the Netherlands in <strong>December 1939</strong>. The Goslar and Ledermann families also lived in Berlin until their emigration to the Netherlands. From&nbsp;<strong>October 1942</strong>, Bertus Hulsman, Bep Voskuijl&#39;s fianc&eacute;, stayed in Berlin, where he worked with a brother and sister-in-law at AEG.</p>",../images/unknown_place.png,Unknown Photo
10,52.373344,4.893942,Bijenkorf,"<p>Located on the Damrak in Amsterdam.</p>

<p>The Bijenkorf developed from a small haberdashery shop on Nieuwendijk into a large department store on Damrak.<sup data-footnote-id=""b2xb4""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup>&nbsp;At the <strong>end of November</strong> and the <strong>beginning of December 1938</strong>, the Bijenkorf was the target of anti-Semitic actions by National Socialist youths.<sup data-footnote-id=""xbm8o""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup>&nbsp;Tonny Ahlers was also involved.<sup data-footnote-id=""8dcac""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup> In <strong>June 1940</strong>, Dutch National Socialists smashed several shop windows of the Bijenkorf.<sup data-footnote-id=""h03p6""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup>&nbsp;Bep Voskuijl bought new skirts for Margot and Anne Frank in the Bijenkorf. &#39;<em>The&nbsp;material is tatty, just like sacking&#39;</em>, Anne writes.<sup data-footnote-id=""2et4d""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup>&nbsp;</p>

<p>Rachel Amerongen - Frankfoorder, one of the women Anne Frank met in Camp Westerbork, worked in the Bijenkorf from <strong>1928 to 1941</strong>.<sup data-footnote-id=""26b49""><a href=""#footnote-6"" id=""footnote-marker-6-1"" rel=""footnote"">[6]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""b2xb4"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie <a href=""https://en.wikipedia.org/wiki/De_Bijenkorf"" target=""_blank"">https://en.wikipedia.org/wiki/De_Bijenkorf</a> (geraadpleegd mei 2012).</cite></li>
	<li data-footnote-id=""xbm8o"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Stadsarchief Amsterdam, Gemeentepolitie Amsterdam, inv. nr. 7001: Rapporten bureau Warmoesstraat, 28 november (mut. 9.30 v.m.) en 1 december 1938 (mut. 9.45 n.m.).</cite></li>
	<li data-footnote-id=""8dcac"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Gertjan Broek, <em>Weerkorpsen. Extreemrechtse strijdgroepen in Amsterdam, 1923-1942</em> (proefschrift Universiteit van Amsterdam 2014), p. 239-255.</cite></li>
	<li data-footnote-id=""h03p6"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>NIOD Instituut voor Oorlogs-, Holocaust- en Genocidestudies, Amsterdam, Februaristaking 1941, inv. nr. 7a:&nbsp;Afschrift uit p.v.b. 303, 6 juni 1940.</cite></li>
	<li data-footnote-id=""2et4d"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>Anne Frank, Diary Version B, 1 October 1942, in: <em>The Collected Works,&nbsp;</em>transl. from the Dutch by Susan Massotty, London [etc.]: Bloomsbury Continuum, 2019.</cite></li>
	<li data-footnote-id=""26b49"" id=""footnote-6""><sup><a href=""#footnote-marker-6-1"">^</a> </sup><cite>Willy Lindwer, <em>De laatste zeven maanden. Vrouwen in het spoor van Anne Frank</em>, Hilversum: Gooi &amp; Sticht, 1988, p. 111.</cite></li>
</ol>
</section>",https://research.annefrank.org/media/OSIM00002000910.jpg,"De Bijenkorf in Amsterdam, april 1940"
11,52.369059,4.894398,Binnen Gasthuis Hospital,"<p><em>Address</em>: Grimburgwal 10, Amsterdam.<sup data-footnote-id=""tha8d""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<p>It was the oldest hospital in Amsterdam, whose history dates back to the time of the Reformation.<sup data-footnote-id=""8axxv""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup>&nbsp;Bep Voskuijl&#39;s father, Johan Voskuijl, was admitted to the Binnen Gasthuis during his illness.<sup data-footnote-id=""awcgi""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup>&nbsp;</p>

<p>In the <strong>1980s</strong>, the hospital moved from the city center to become part of the Academic Medical Center.<sup data-footnote-id=""5tolm""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""tha8d"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite><em>Algemeen Adresboek der stad Amsterdam. 85ste jaargang,</em> 1938-1939, Amsterdam: Ellerman, Harms &amp; Co., p. 22.</cite></li>
	<li data-footnote-id=""8axxv"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>&ldquo;De Amsterdamsche ziekenhuizen&rdquo;, <em>De Tijd</em>, 5 augustus 1932. Zie ook: <a href=""https://nl.wikipedia.org/wiki/Binnengasthuis_(Amsterdam)"" target=""_blank"">https://nl.wikipedia.org/wiki/Binnengasthuis_(Amsterdam)</a> (geraadpleegd 28 november 2023).</cite></li>
	<li data-footnote-id=""awcgi"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Anne Frank, Diary Version B, 27 April 1943, in: <em>The Collected Works,&nbsp;</em>transl. from the Dutch by Susan Massotty, London [etc.]: Bloomsbury Continuum, 2019.</cite></li>
	<li data-footnote-id=""5tolm"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>Angela Rijnen, &ldquo;Met bed en al de bus in&rdquo;, in: <em>Ons Amsterdam</em>, 58 (2006) 7/8 (juli-augustus).</cite></li>
</ol>
</section>",https://research.annefrank.org/media/PBKD00330000013.jpg,"Binnen Gasthuis, rond 1920"
12,52.344857,4.900771,"Blankevoort, Bookshop and Reading Library","<p><em>Address:</em> Zuider Amstellaan 62,&nbsp;Amsterdam.<sup data-footnote-id=""gd0g5""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<p>This is where the box of cards for the <em>Variet&eacute;</em> game came from, which Anne Frank received for her birthday in <strong>1942</strong>.<sup data-footnote-id=""fa898""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup>&nbsp;It is very likely that the red checkered diary was also bought here, although there is no clear source for this.</p>

<p>The bookshop was owned by Gerrit Blankevoort (1891-1955). He started the company in Groen van Prinstererstraat and moved it to Zuider Amstellaan in <strong>1931</strong>.<sup data-footnote-id=""zssxz""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""gd0g5"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite><em>Algemeen Adresboek der stad Amsterdam. 85ste jaargang,</em> 1938-1939, Amsterdam: Ellerman, Harms &amp; Co., p. 117. De Zuider Amstellaan werd na de oorlog hernoemd tot Rooseveltlaan.&nbsp;</cite></li>
	<li data-footnote-id=""fa898"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Anne Frank, Diary Version A, 14 June 1942, in: <em>The Collected Works,&nbsp;</em>transl. from the Dutch by Susan Massotty, London [etc.]: Bloomsbury Continuum, 2019.</cite></li>
	<li data-footnote-id=""zssxz"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Zie <a href=""http://www.geheugenvanplanzuid.nl/index.php/architectuur/146-de-geschiedenis-van-boekhandel-blankevoort"">http://www.geheugenvanplanzuid.nl/index.php/architectuur/146-de-geschiedenis-van-boekhandel-blankevoort</a>&nbsp;(geraadpleegd 14 september 2022).</cite></li>
</ol>
</section>",https://research.annefrank.org/media/010009011403_j0BjEw0.jpg,"De kruising van de Zuider Amstellaan en de Waalstraat, met rechts boekhandel Blankevoort, 1934"
13,52.35255,4.89774,Boumanschool,,../images/unknown_place.png,Unknown Photo
